reputation,up_votes,down_votes,num_badges,contributing_score,EFF_CLASS_NUM
1381,80,0,45,0.63,-1
798,11,1,20,1.7,1
32,5,0,16,0.04,-1
548,14,0,23,1.13,-1
1478,274,0,37,1.13,-1
61,37,0,8,0.75,1
105,0,0,9,0.15,1
209,5,0,5,0.34,-1
502,19,1,17,0.73,1
28,0,0,6,0.6,1
1187,305,3,39,1.1,-1
59,6,0,13,0.56,1
463,52,0,15,1.02,1
439,95,8,32,0.13,0
118,2,0,10,3.25,1
64,0,0,5,0.42,-1
2,0,0,2,-0.09,-1
2166,364,5,61,1.8,1
88,18,0,4,1.29,1
898,52,0,46,1.61,-1
128,0,0,9,0.8,1
71,24,0,6,0.25,1
125,63,0,13,0.24,1
484,63,0,26,0.66,1
34,2,0,6,1.2,-1
36,8,0,8,0.19,1
59,18,0,8,0.27,1
3258,358,13,68,1.02,1
72,30,0,11,0.08,-1
1852,358,56,63,0.68,-1
467,24,1,43,0.35,1
886,59,2,39,0.79,-1
36,0,0,5,0.19,1
3378,217,0,37,9.18,-1
330,63,5,14,0.79,-1
170,5,0,27,0.28,1
127,29,2,7,0.38,1
121,222,0,6,0.31,1
214,1,0,6,1.11,-1
45,11,0,5,0.29,1
113,55,0,10,0.81,1
128,2,0,10,2.67,-1
115,2,0,22,0.27,-1
449,90,4,26,0.28,1
3667,18,0,35,2.43,-1
271,0,0,5,6.75,-1
108,12,0,10,0.0,1
63,4,0,13,0.17,1
126,0,0,6,0.01,-1
562,0,0,35,1.25,1
34,4,0,13,0.05,1
1474,579,8,75,1.45,-1
50,7,0,7,0.12,-1
2107,54,4,42,2.29,-1
58,6,0,13,0.46,1
704,7,1,13,7.83,-1
70,2,0,8,0.09,1
638,130,13,19,0.84,1
91,12,0,4,1.83,-1
153,12,0,10,0.32,0
3055,78,4,57,3.28,-1
2357,96,9,39,0.93,1
47,19,0,8,0.05,1
8042,3865,0,147,0.96,-1
507,91,2,24,0.26,1
40,0,0,9,0.1,-1
346,59,0,14,1.65,1
172,5,5,8,0.24,-1
515,12,1,12,0.32,-1
227,5,0,17,0.42,1
335,28,0,12,2.56,1
215,32,0,23,0.88,1
36,2,0,6,0.56,-1
1627,67,132,21,0.81,-1
25,4,0,6,0.11,1
86,1,0,3,1.0,-1
554,61,0,17,2.04,1
43,2,0,7,0.71,1
4927,617,10,74,3.38,-1
3670,178,12,59,2.16,-1
66,11,0,8,0.33,0
40,2,0,9,0.54,1
67,2,0,6,0.67,1
1093,112,2,28,0.97,1
244,12,1,16,2.09,0
364,2,0,57,0.38,-1
303,16,1,17,0.51,-1
326,46,0,21,0.9,1
110,162,0,19,0.35,1
284,15,1,16,0.23,1
585,43,1,21,1.53,1
29,0,0,9,0.1,1
181,63,0,25,0.19,-1
303,12,0,27,1.16,1
9,0,0,8,0.0,1
487,26,1,22,0.73,1
97,4,0,12,0.55,-1
331,20,0,10,0.95,-1
141,33,0,6,0.55,-1
329,8,4,8,0.34,-1
332,102,0,31,0.27,1
235,0,0,6,2.33,-1
141,4,0,18,0.9,1
49,3,0,8,0.67,1
83,10,0,10,0.04,-1
178,8,0,7,0.88,1
19,0,0,1,0.4,-1
512,164,4,30,0.58,-1
1398,103,0,38,4.76,1
138,71,4,14,0.43,1
23,3,0,3,0.2,1
556,164,1,23,1.6,1
1443,49,0,58,1.73,1
169,73,4,20,0.71,-1
56,0,0,6,0.73,-1
58,0,0,7,0.83,1
908,102,4,22,0.61,-1
318,194,5,19,0.63,1
67,4,0,6,0.43,1
79,73,0,7,0.26,-1
366,36,0,9,0.31,-1
101,4,0,10,2.2,-1
1192,67,1,47,1.64,0
325,3,0,18,2.8,1
91,9,0,5,0.77,1
2900,96,16,28,2.33,-1
166,1,0,4,1.31,-1
1206,57,2,59,0.93,0
65,3,0,10,0.12,1
601,33,8,22,0.67,-1
98,15,0,19,0.51,1
84,7,0,10,0.52,1
90,1,0,15,0.15,1
36,0,0,6,1.5,-1
1057,15,0,76,1.81,0
668,76,3,17,0.37,1
138,30,1,10,0.57,1
123,19,0,7,0.39,1
715,81,5,20,0.55,-1
56,3,0,3,2.0,-1
51,0,0,8,-0.03,1
30,3,0,9,0.11,1
750,138,7,26,0.45,1
45,14,0,8,-0.07,1
10532,443,9,75,10.16,1
14,0,0,3,-0.09,1
574,26,0,8,0.85,-1
1884,326,10,37,1.48,1
34,6,0,7,0.14,1
5566,1440,109,88,1.29,-1
80,5,0,13,0.42,1
28,0,0,7,-0.0,1
34,8,0,7,0.04,1
228,1,0,30,0.34,1
356,41,1,36,0.59,1
100,317,0,10,0.26,1
20,1,0,5,0.27,1
106,13,0,12,0.04,1
35,0,0,8,0.31,1
532,266,10,13,2.74,-1
585,42,4,18,0.24,-1
340,2,1,17,1.5,1
68,3,0,11,0.34,1
30,3,0,3,0.08,-1
4049,7870,6,61,7.46,1
8267,437,4,72,6.27,1
59,13,0,7,0.45,-1
767,0,0,30,4.85,-1
163,4,0,8,0.47,1
135,13,0,14,0.37,1
173,21,2,12,0.26,1
1755,306,38,46,1.21,1
401,19,2,17,1.4,-1
160,4,0,2,1.0,-1
38,4,0,9,0.11,1
530,423,29,36,0.71,0
374,11,0,7,0.82,1
101,40,0,14,0.5,1
618,84,5,20,2.01,1
1492,35,0,71,3.13,-1
2671,69,7,67,0.95,1
376,101,2,19,1.12,1
70,2,0,10,1.13,0
711,13,23,21,0.35,1
117,9,0,10,0.3,1
698,66,0,57,0.93,0
46,0,0,2,1.0,-1
125,22,0,16,0.21,1
382,124,9,19,0.34,1
39,0,0,3,1.17,-1
61,22,0,7,1.4,-1
1637,76,16,23,0.82,-1
383,859,2,14,0.39,-1
452,65,0,15,0.98,1
3403,240,21,46,2.23,1
145,12,0,10,1.0,-1
1068,89,1,39,2.15,1
71,7,0,2,1.6,-1
338,56,0,23,0.44,1
1042,189,21,23,0.72,-1
19,3,0,9,0.05,1
375,6,3,10,0.63,-1
22,0,0,9,0.1,-1
48,13,0,9,0.38,1
49,0,0,11,0.43,0
223,7,0,10,0.26,1
4662,1679,4,71,3.23,1
46,5,0,10,-0.13,1
1040,254,11,31,3.21,-1
4055,451,125,69,1.54,-1
839,140,3,21,1.09,1
130,0,0,6,1.92,1
47,14,0,10,0.0,1
623,4,1,10,0.41,-1
312,199,6,13,0.81,-1
196,13,0,16,0.47,1
1377,1225,720,45,0.74,1
676,33,11,22,0.97,1
111,0,0,6,2.56,-1
84,7,0,17,0.26,1
29,3,0,8,0.0,1
2669,30,0,72,6.89,1
625,14,8,15,0.39,1
38,2,0,8,0.64,1
514,10,0,25,1.32,-1
62,9,0,7,0.3,1
282,46,3,14,0.44,-1
51,0,0,1,0.5,-1
47,7,0,9,0.18,1
430,95,4,20,0.51,1
10,0,0,5,0.06,1
176,39,5,6,3.4,-1
46,0,0,6,-0.09,1
458,6,0,11,1.37,-1
69,85,0,9,0.11,1
388,72,0,9,0.41,-1
1897,253,6,69,0.55,-1
14,0,0,2,0.0,-1
99,27,0,7,0.12,1
91,8,0,15,0.36,1
44,10,0,9,0.02,1
43,9,0,8,0.42,1
350,26,0,53,0.48,1
74,0,0,2,0.4,-1
760,135,18,34,0.77,1
565,202,6,29,0.49,1
91,7,0,14,0.26,1
81,18,0,3,4.75,-1
43,34,0,11,-0.01,1
3462,252,2,82,1.17,0
842,191,7,58,0.65,1
176,8,0,9,0.81,-1
191,16,0,19,0.31,1
80,1,0,8,1.0,-1
20,0,0,8,0.25,1
468,13,0,21,1.86,1
884,30,1,11,1.74,-1
247,3,0,12,0.53,1
3824,196,1,79,4.19,-1
657,31,0,29,2.71,-1
78,0,0,8,3.0,1
1201,61,0,17,2.01,-1
81,0,0,3,0.71,-1
837,145,0,16,3.0,1
189,19,2,20,0.46,-1
193,1,0,12,0.43,-1
3273,554,2,42,1.13,1
40,14,0,6,0.09,1
176,14,4,10,0.28,1
97,1,0,19,0.46,1
211,15,0,10,4.08,-1
4,0,0,3,-0.0,-1
28,18,0,6,0.28,-1
1096,15,1,14,2.63,-1
12,0,0,5,0.0,1
6744,687,5,108,3.58,-1
779,27,1,20,2.31,-1
780,29,1,19,0.65,-1
1457,333,2,86,1.0,0
3908,157,10,46,1.01,1
126,1,0,5,1.62,-1
56,1,0,4,0.25,-1
708,589,10,16,4.18,-1
60,6,0,9,0.17,1
246,0,0,10,1.61,1
699,522,2,34,0.67,0
345,36,0,12,0.43,1
30,8,0,6,-0.1,1
71,9,0,10,0.36,1
96,54,0,9,0.64,-1
60129,774,45,211,13.45,1
96,8,0,9,0.03,1
474,3,0,9,0.34,-1
114,0,0,12,0.58,1
1314,38,3,55,1.71,-1
442,70,0,16,0.77,1
115,11,0,16,0.24,1
131,12,0,6,0.6,-1
447,80,6,20,1.67,1
677,1119,20,30,2.3,-1
302,26,4,12,0.25,-1
726,0,0,11,36.25,-1
9,10,0,8,-0.12,1
274,115,0,17,0.79,1
138,22,0,12,0.19,0
641,69,2,19,1.16,1
1894,194,24,65,0.73,-1
89,9,0,12,0.33,1
109,16,0,14,0.2,1
700,47,33,21,0.7,-1
133,10,0,7,1.47,1
480,35,1,11,0.56,-1
432,279,4,19,0.14,1
180,28,3,12,2.23,1
2099,60,9,34,1.21,-1
343,2,0,23,0.66,0
343,43,0,23,0.83,1
2435,42,12,27,1.72,-1
119,0,0,12,0.45,-1
66,7,0,9,-0.06,1
67,8,0,12,0.22,1
625,128,1,35,2.47,-1
48,1,0,8,0.42,1
1567,109,3,86,1.01,1
347,21,0,5,0.54,-1
556,148,7,22,0.53,1
347,29,0,25,0.32,1
259,5,1,15,1.62,1
39,5,0,7,0.29,-1
162,368,3,15,0.69,1
353,4,0,8,2.65,-1
324,263,8,26,0.64,-1
32,0,0,5,1.0,-1
19,6,0,8,0.1,1
1042,30,1,17,0.88,-1
72,60,0,9,0.48,-1
9,0,0,5,0.0,1
177,35,0,5,1.2,-1
555,15,0,48,0.75,1
347,452,4,18,0.24,1
143,33,0,10,1.5,1
92,21,0,11,0.39,1
1001,18,0,34,3.22,1
104,9,0,12,0.67,1
1153,164,10,30,0.51,1
8733,1749,26,94,1.49,-1
115,8,0,8,0.19,1
36,8,0,4,0.33,-1
18,14,0,8,-0.08,1
1150,68,1,28,2.1,-1
20,2,0,7,-0.38,1
501,16,0,9,11.5,-1
4,0,0,3,-1.0,-1
43642,8083,54,222,2.58,-1
2286,143,3,48,1.74,-1
490,31,0,20,0.66,-1
10,0,0,7,0.06,-1
5599,2224,9,122,3.03,-1
51,2,0,8,0.58,-1
128,0,0,8,6.25,1
193,86,0,17,1.08,1
25,6,0,9,0.03,1
119,39,0,8,0.65,-1
174,8,0,10,1.61,-1
15,0,0,5,0.45,-1
107,34,0,13,0.22,0
129,5,0,10,0.51,1
190,20,2,10,0.47,-1
195,7,7,11,0.11,1
51,4,0,3,1.0,-1
61,4,0,6,0.4,-1
1006,28,0,21,7.64,1
152,13,0,17,0.3,-1
212,246,0,18,0.33,1
5,0,0,8,0.0,0
69,4,0,18,0.24,-1
340,37,2,23,1.55,1
8673,252,4,121,1.94,0
386,45,1,19,2.65,-1
526,14,2,13,0.42,-1
2063,15,14,24,2.73,-1
27,11,0,8,0.12,1
23,57,0,5,1.0,1
391,74,1,12,1.73,-1
303,5,0,16,1.11,0
69159,806,473,312,4.46,0
154,82,0,9,1.7,-1
360,12,0,14,0.46,-1
518,176,4,28,0.46,-1
240,5,1,10,2.5,-1
607,168,1,26,1.19,-1
1408,294,2,47,3.78,-1
3494,690,45,54,10.9,1
1093,92,4,39,1.21,1
23,2,0,7,0.19,1
144,0,0,15,0.73,1
284,1,0,5,1.2,-1
71,4,0,4,0.27,-1
68,5,0,9,0.32,1
62,3,0,10,0.14,1
108,1,0,9,1.27,1
53,0,0,8,0.38,1
10849,397,1,157,7.22,1
169,109,0,14,0.36,1
156,140,0,11,0.55,-1
1803,146,16,77,0.96,1
10,0,0,4,-0.41,1
544,71,1,44,0.15,1
6450,83,14,60,0.96,-1
33,3,0,6,0.14,1
463,7,0,14,6.07,1
181,2,0,5,3.8,-1
18,5,0,7,0.0,-1
494,205,3,29,0.65,1
43,6,0,8,0.4,1
2236,246,8,35,2.75,1
468,408,4,22,0.73,1
309,3,0,21,1.08,0
17,3,0,8,0.0,1
959,53,6,23,0.16,1
2921,194,12,157,0.98,-1
1559,196,124,33,2.87,1
58,3,0,12,0.12,1
908,331,7,35,1.08,0
464,122,1,16,2.93,1
2319,80,32,48,1.04,1
23,0,0,4,0.14,1
2294,109,4,43,0.99,-1
81,11,0,5,0.33,-1
95,10,0,10,0.46,1
248,13,2,10,0.4,1
211,15,0,8,0.54,-1
937,61,2,50,0.91,1
352,23,0,13,0.95,0
34,1,0,13,0.25,1
725,56,1,10,1.95,-1
401,49,5,10,1.28,-1
484,46,7,45,0.78,1
214,41,4,16,1.0,1
525,89,1,21,0.86,-1
8770,979,80,149,2.77,1
140,6,0,7,0.58,1
546,1706,2,27,1.05,1
94,6,0,10,0.35,1
4,0,0,9,-0.13,1
291,101,3,28,0.3,1
57,13,0,19,0.18,1
5640,176,6,63,0.81,1
44,7,0,6,0.14,1
98,5,0,22,0.31,1
56,10,0,6,0.32,1
784,364,7,37,0.86,1
56,3,0,5,0.2,-1
22,0,0,3,0.23,-1
688,67,3,30,2.02,1
917,11,0,87,0.54,-1
81,0,0,4,1.11,1
163,0,0,7,3.44,1
2298,244,1,40,6.55,-1
76,15,0,13,0.35,0
91,7,0,10,0.23,-1
1327,67,7,24,1.13,-1
30,4,0,6,0.09,1
115,14,0,9,0.0,1
555,259,2,16,2.81,-1
120,74,0,14,0.43,1
629,10,1,21,3.0,-1
3606,235,14,45,1.28,1
19415,1673,12,972,1.61,0
1341,308,11,24,1.18,1
1384,60,4,35,9.48,-1
2405,378,4,75,4.66,1
319,2,0,8,5.17,-1
157,60,0,8,0.34,1
386,62,0,6,2.93,-1
48,85,0,6,0.29,1
735,79,20,23,0.68,1
401,80,0,10,1.15,1
305,55,1,18,0.47,-1
61,0,0,1,1.5,-1
100,8,0,7,1.0,1
84,3,0,12,0.17,1
33,2,0,8,-0.32,-1
2666,4616,30,75,2.28,1
30,0,0,6,0.07,1
203,24,0,13,1.8,-1
308,9,0,26,0.56,1
112,48,0,17,0.35,1
556,19,0,21,0.97,1
80,5,0,15,0.38,1
1164,40,10,24,0.44,1
74,49,0,11,0.03,1
70,24,0,21,0.17,1
30,7,0,7,0.1,1
93,32,0,13,0.16,1
309,1,0,9,6.0,-1
336,7,1,8,1.35,-1
383,14,0,38,0.7,1
920,59,6,25,0.2,1
56,2,0,7,0.29,1
107,1,0,10,2.5,1
2249,42,46,48,1.41,1
11166,1370,33,134,4.15,0
32,10,0,8,0.13,1
1101,65,11,31,0.29,1
86,77,0,6,1.43,-1
965,27,1,20,0.37,1
6616,965,93,66,1.1,0
612,79,6,23,1.96,1
20,0,0,7,0.13,1
399,82,2,28,0.52,1
1679,771,49,29,0.67,-1
6068,237,25,81,0.89,-1
256,2,0,11,2.27,-1
896,133,8,44,1.45,1
707,296,2,55,0.38,0
581,25,0,11,0.76,-1
111,0,0,2,2.5,-1
105,3,0,9,1.0,1
373,108,4,17,0.16,1
103,2,0,14,1.08,1
101,1,0,19,1.06,1
1000,140,9,52,1.21,-1
6346,583,7,98,4.41,1
290,66,3,21,0.38,0
231,2,0,4,5.75,-1
372,27,0,22,0.67,1
79,94,0,10,0.22,1
136,14,0,4,1.86,-1
35,7,0,8,0.03,1
96,3,0,8,0.0,1
777,72,9,78,0.68,-1
930,40,8,15,0.82,-1
362,217,1,22,1.71,1
66,33,0,12,0.28,1
998,41,4,22,2.03,1
1271,54,0,16,13.78,-1
61,25,0,8,0.23,-1
111,0,0,5,2.75,-1
29,0,0,5,-0.07,-1
22,2,0,10,0.13,1
12043,652,44,88,2.19,1
2972,317,9,42,1.4,1
319,71,4,12,0.29,1
205,21,0,25,0.61,1
18,0,0,5,0.11,-1
34,8,0,7,0.17,1
437,34,10,17,0.6,1
39,11,0,6,0.54,1
306,488,20,22,2.06,-1
170,23,0,12,1.69,1
75,10,0,8,0.23,1
15,0,0,5,0.0,1
688,53,1,24,4.75,0
1947,80,5,66,0.56,-1
186,1,0,15,0.19,1
168,0,0,8,3.89,1
112,34,0,18,0.13,1
38,0,0,6,1.5,1
365,2,0,6,4.4,-1
71,202,0,10,0.41,1
88,53,0,9,0.53,1
90,3,0,17,1.25,1
78,13,0,10,0.8,1
51,0,0,2,1.25,-1
62,11,0,8,0.22,1
378,13,3,13,0.29,1
8969,218,14,148,1.08,1
118,5,0,7,0.31,1
14928,271,27,77,3.54,-1
431,2,0,8,10.75,-1
96,0,0,2,2.0,-1
7181,130,14,68,3.27,-1
27,0,0,5,0.19,1
49,1,0,11,0.22,1
80,13,0,10,0.14,1
92,2,0,9,0.9,0
132,6,0,12,0.63,-1
54,1,0,10,0.15,-1
37,1,0,6,0.04,1
1000,105,14,35,2.99,1
19,0,0,8,-0.06,1
201,15,0,9,0.74,1
3315,21,5,30,7.37,-1
785,56,14,24,0.7,1
81,2,0,11,0.25,1
2203,195,5,94,2.52,1
133,12,0,10,0.71,-1
46,2,0,9,0.2,1
776,120,30,21,0.46,1
66,9,0,8,0.34,1
34,0,0,6,0.42,1
24,14,0,9,-0.04,1
57,56,0,7,0.71,1
76,21,0,7,0.28,1
2798,176,4,40,1.0,1
34,2,0,5,0.22,-1
240,91,7,12,0.53,1
1002,191,37,36,1.34,-1
5442,351,23,80,1.67,1
950,69,2,15,5.03,-1
569,10,1,21,1.02,-1
298,0,0,6,0.55,1
185,9,0,21,0.59,1
5508,58,2,33,34.07,-1
13197,808,90,151,12.53,-1
812,21,1,26,2.18,1
162,82,0,17,0.54,0
107,0,0,7,0.27,1
33,39,0,5,1.0,1
3410,249,7,38,1.07,1
23,1,0,6,0.05,1
23,0,0,5,0.4,1
950,76,8,31,0.91,0
361,234,13,16,0.3,1
651,1252,0,30,0.81,1
5,0,0,2,-0.17,1
24,0,0,1,-0.4,-1
4,0,0,2,0.0,-1
4,0,0,3,0.0,-1
4,0,0,3,0.0,1
51,3,0,2,0.44,-1
41,0,0,1,0.5,-1
4,0,0,1,0.0,-1
41,1,0,4,0.11,-1
20,3,0,3,0.38,1
9,0,0,4,0.0,1
40,12,0,5,0.09,1
7,0,0,1,-0.2,-1
34,0,0,2,0.5,-1
5,0,0,1,0.0,1
51,0,0,1,1.25,-1
18,1,0,6,0.0,-1
34,5,0,3,1.0,-1
24,0,0,2,0.45,-1
5,0,0,3,0.06,1
5,0,0,2,0.0,1
23,1,0,4,0.25,1
4,0,0,1,0.0,-1
18,0,0,2,0.75,1
15,1,0,4,0.25,1
19,39,0,2,0.25,-1
36,0,0,2,1.0,-1
9,0,0,1,0.25,-1
101,0,0,1,0.0,-1
41,0,0,2,1.0,-1
18,1,0,5,0.5,1
4,0,0,2,0.0,-1
9,0,0,1,0.0,-1
4,0,0,2,0.0,-1
4,0,0,2,0.0,-1
46,0,0,2,1.5,-1
14,0,0,2,0.0,-1
4,0,0,1,-0.25,-1
36,0,0,2,0.8,-1
41,0,0,1,1.0,-1
66,1,0,4,2.5,-1
4,0,0,1,0.0,-1
91,0,0,3,2.25,-1
168,19,0,7,5.33,1
4,0,0,5,0.1,1
7,0,0,4,-0.29,-1
9,0,0,2,0.0,-1
4,0,0,3,0.0,-1
18,2,0,4,0.13,1
5,0,0,4,-0.13,1
23,0,0,5,0.5,1
101,0,0,1,0.0,-1
56,11,0,2,0.86,-1
18,0,0,4,0.5,1
86,0,0,3,3.5,-1
10,0,0,4,-0.2,1
91,0,0,1,2.25,-1
51,0,0,4,1.25,-1
56,1,0,4,1.5,-1
86,0,0,6,3.5,1
9,0,0,2,0.14,-1
101,0,0,1,0.0,-1
36,1,0,3,0.5,-1
14,0,0,1,0.5,-1
25,5,0,3,0.8,1
32,0,0,2,0.0,-1
10,0,0,5,-0.14,1
23,1,0,4,0.3,1
28,0,0,4,1.0,1
5,0,0,3,0.0,1
41,0,0,4,2.0,-1
5,0,0,2,0.0,1
4,0,0,1,0.0,-1
51,3,0,7,2.0,1
4,0,0,1,0.0,-1
46,0,0,1,0.5,-1
91,2,0,3,2.25,-1
23,2,0,5,1.0,1
51,5,0,4,1.0,-1
51,0,0,2,1.25,-1
4,0,0,1,0.0,-1
23,0,0,3,1.0,1
9,0,0,2,0.0,-1
61,0,0,2,0.86,-1
18,0,0,4,0.8,-1
18,0,0,6,0.0,1
30,1,0,5,0.67,1
19,0,0,1,0.25,-1
28,0,0,4,0.43,1
51,9,0,4,0.63,-1
57,0,0,1,0.8,-1
46,0,0,2,1.5,-1
5,0,0,4,0.0,-1
41,6,0,5,1.5,-1
4,0,0,2,0.0,-1
28,0,0,3,1.25,1
4,0,0,3,-0.17,1
46,0,0,3,1.0,-1
77,5,0,4,0.0,-1
4,0,0,2,0.0,-1
71,6,0,2,1.33,-1
4,0,0,3,0.0,-1
10,0,0,2,0.0,-1
19,0,0,1,0.2,-1
51,0,0,5,0.25,-1
41,0,0,1,1.0,-1
161,18,0,4,2.5,-1
23,4,0,5,0.75,1
14,0,0,3,0.25,-1
4,0,0,1,0.0,-1
51,0,0,6,2.0,1
101,20,0,4,2.5,-1
39,0,0,1,0.75,-1
5,0,0,4,-0.5,1
9,0,0,3,0.14,-1
101,2,0,3,0.67,-1
109,0,0,4,2.0,-1
7,0,0,2,-0.25,-1
36,12,0,3,1.0,-1
4,0,0,1,-0.75,-1
76,0,0,5,3.75,-1
4,0,0,1,0.0,-1
71,0,0,1,1.33,-1
4,0,0,2,0.0,-1
18,0,0,5,0.4,1
27,1,0,4,0.43,1
4,0,0,4,0.0,-1
5,0,0,2,0.0,1
18,0,0,2,0.8,1
18,0,0,4,0.43,1
7,0,0,2,0.0,1
28,1,0,4,1.0,1
10,0,0,4,0.08,1
29,0,0,5,0.36,1
23,1,0,6,0.22,1
19,4,0,2,0.14,-1
41,0,0,2,1.0,-1
71,0,0,2,1.75,-1
15,1,0,4,0.0,-1
2,0,0,1,-0.5,-1
5,0,0,3,0.0,-1
9,0,0,2,0.0,-1
41,0,0,3,0.43,-1
36,0,0,3,1.25,-1
9,0,0,1,0.0,-1
101,1,0,1,0.0,-1
5,0,0,4,0.0,1
7,0,0,2,0.0,-1
22,0,0,6,0.2,1
28,0,0,5,0.38,0
5,0,0,1,0.0,1
41,0,0,1,1.5,-1
12,0,0,3,-0.33,1
77,0,0,3,1.5,-1
4,0,0,1,-0.57,1
4,0,0,2,0.0,-1
86,0,0,6,3.5,-1
41,0,0,2,0.8,-1
10,0,0,3,0.17,1
15,0,0,6,0.17,1
19,0,0,1,0.5,-1
23,0,0,3,0.15,1
14,0,0,1,-0.25,-1
10,0,0,3,0.2,1
30,0,0,3,0.56,1
19,0,0,2,0.25,-1
4,0,0,1,-0.25,-1
12,0,0,6,0.14,-1
36,0,0,2,1.0,-1
36,0,0,1,1.0,-1
17,1,0,5,0.0,1
18,0,0,4,0.75,1
5,0,0,3,0.09,1
101,33,0,1,0.0,-1
4,0,0,2,-0.29,1
7,0,0,2,0.0,1
35,11,0,7,0.5,1
19,0,0,2,0.13,-1
4,0,0,2,0.0,-1
41,0,0,2,1.0,-1
4,0,0,1,0.0,-1
18,0,0,2,0.6,1
51,0,0,1,0.8,-1
4,0,0,1,0.0,-1
101,0,0,2,0.0,-1
68,17,0,4,0.44,-1
41,0,0,1,1.0,-1
131,3,0,2,0.75,-1
46,0,0,2,1.5,-1
7,0,0,1,0.0,-1
41,4,0,2,0.75,-1
28,8,0,6,0.5,1
10,0,0,3,0.0,1
28,2,0,4,1.25,1
10,0,0,2,0.11,-1
5,0,0,2,-0.14,1
4,0,0,1,0.0,-1
4,0,0,1,-1.5,-1
5,0,0,2,0.0,1
151,21,0,6,1.5,-1
101,0,0,1,0.0,-1
41,0,0,1,1.0,-1
9,0,0,3,0.25,-1
4,0,0,1,-0.75,-1
43,0,0,7,0.14,1
23,1,0,4,1.0,1
12,0,0,3,0.0,1
81,0,0,2,1.0,-1
18,0,0,4,0.6,1
36,15,0,5,0.5,-1
4,0,0,1,0.0,-1
40,0,0,6,0.7,1
63,0,0,3,1.5,1
131,0,0,4,3.25,-1
18,0,0,2,0.6,1
10,0,0,4,0.25,1
18,0,0,4,0.43,-1
18,1,0,5,0.33,1
101,1,0,2,0.0,-1
23,0,0,2,0.25,1
27,3,0,4,0.4,1
10,0,0,5,0.29,1
23,0,0,2,1.0,1
36,0,0,4,0.56,-1
12,0,0,2,0.0,-1
38,1,0,6,0.64,1
5,0,0,3,0.0,1
23,0,0,7,0.5,1
86,14,0,4,0.43,-1
33,0,0,5,1.25,1
25,1,0,7,0.8,1
10,0,0,2,0.0,1
51,38,0,3,0.5,-1
25,0,0,4,0.24,1
41,0,0,1,1.0,-1
83,10,0,5,0.62,-1
81,0,0,1,0.75,-1
34,5,0,10,0.25,1
61,0,0,3,1.25,-1
65,4,0,4,2.4,1
35,8,0,6,0.22,1
101,0,0,3,0.0,-1
20,4,0,5,0.38,1
14,0,0,1,0.2,-1
18,0,0,2,0.75,1
101,0,0,1,0.0,-1
5,0,0,3,0.0,1
18,0,0,5,0.75,1
51,0,0,5,0.57,-1
2,0,0,1,-0.14,-1
36,0,0,1,1.75,-1
33,149,0,7,-0.14,-1
10,0,0,4,0.11,1
18,2,0,5,0.75,1
4,0,0,1,0.0,-1
18,0,0,2,0.75,1
126,0,0,1,0.75,-1
36,1,0,3,1.0,-1
10,0,0,4,-0.2,1
86,0,0,4,2.25,-1
18,1,0,7,0.43,1
38,0,0,2,1.75,1
18,0,0,4,0.33,1
91,3,0,3,1.4,-1
7,0,0,1,-0.17,-1
20,0,0,5,0.3,1
23,0,0,4,0.0,-1
18,0,0,3,-0.25,-1
10,0,0,4,0.08,1
10,0,0,4,0.2,0
191,0,0,4,4.5,-1
15,4,0,3,0.33,1
2,0,0,1,-1.0,-1
18,1,0,3,0.6,-1
33,7,0,6,0.86,1
36,0,0,3,0.5,-1
24,4,0,5,0.3,-1
18,0,0,3,0.5,1
10,0,0,3,0.11,1
9,0,0,8,-0.1,1
15,0,0,5,0.17,1
18,0,0,4,0.4,1
18,4,0,4,0.6,1
56,0,0,1,1.17,-1
66,2,0,7,1.0,-1
131,0,0,3,3.25,-1
9,0,0,2,0.13,-1
41,0,0,2,0.18,-1
101,0,0,4,2.25,-1
41,0,0,2,1.0,-1
18,0,0,2,0.38,1
24,1,0,3,0.17,-1
66,5,0,2,2.5,-1
12,0,0,5,0.07,1
4,0,0,1,0.0,-1
14,0,0,2,0.0,1
18,0,0,4,0.67,1
46,35,0,4,1.5,-1
81,0,0,3,2.0,-1
151,0,0,3,3.5,-1
37,6,0,9,0.29,1
9,0,0,5,0.07,-1
36,0,0,4,0.8,-1
4,0,0,1,0.0,-1
4,0,0,1,0.0,-1
4,0,0,2,0.0,-1
18,8,0,3,0.75,1
9,0,0,1,0.25,-1
38,0,0,7,0.29,1
36,0,0,1,1.0,-1
18,0,0,2,0.43,1
24,3,0,5,0.13,1
52,0,0,5,0.53,1
7,0,0,3,0.08,1
18,0,0,2,0.0,-1
89,3,0,3,1.14,-1
19,0,0,1,0.13,-1
18,0,0,3,0.27,1
4,0,0,1,0.0,-1
15,0,0,2,0.4,1
9,0,0,3,0.2,-1
2,0,0,1,-1.0,-1
36,0,0,3,0.43,-1
10,0,0,4,0.17,1
10,0,0,3,0.13,1
61,0,0,3,1.5,-1
36,1,0,2,1.0,-1
36,0,0,1,0.38,-1
4,0,0,1,-0.8,-1
22,0,0,3,0.2,1
10,0,0,3,-0.17,1
176,1,0,8,1.8,-1
2,0,0,2,-0.25,-1
46,0,0,1,0.8,-1
18,0,0,1,0.0,1
33,27,0,3,0.3,1
9,0,0,2,0.25,-1
