id,reputation,up_votes,down_votes,views,no_of_questions_answered_by_user,avg_ans_score,no_of_questions_Asked_by_user,avg_que_score,EFF_CLASS,EFF_CLASS_NUM
1024803,39,4,0,29,1,0,2,3,NO,-1
4780173,117,12,0,52,1,0,36,0,YES,1
1181958,589,29,0,115,16,2.1875,13,1,YES,1
2437872,123,29,0,21,7,1.142857143,1,0,YES,1
3609200,131,6,0,23,15,0.533333333,7,-0.571428571,YES,1
4272160,115,4,0,27,1,0,10,1.5,YES,1
2474127,312,102,2,22,13,0.923076923,10,0.5,YES,1
7186400,338,24,3,61,20,0.85,6,-0.333333333,NO,-1
114074,109,1,0,71,1,1,7,2.285714286,NO,-1
200653,7860,1530,27,469,119,4.336134454,87,3.770114943,NO,-1
10219406,24,8,0,32,1,0,1,0,NO,-1
5806911,162,27,1,16,16,0.5,1,0,YES,1
5343089,146,5,0,55,1,1,2,13,NO,-1
152582,160,1,0,28,4,3.25,3,1.666666667,YES,1
440804,126,61,0,42,3,2.666666667,15,0.333333333,YES,1
1606912,1831,27,32,171,65,0,1,0,NO,-1
1113249,52,4,0,17,3,0,8,1,YES,1
7219646,1297,65,4,98,93,0,1,0,NO,-1
4661287,141,2,0,22,16,0.3125,2,2,YES,1
5925405,27,1,0,27,1,0,1,0,NO,-1
2039764,101,2,0,62,3,0,9,2,YES,1
9127924,20,6,0,20,1,0,4,0,YES,1
1236250,3539,46,7,269,14,21.5,2,0.5,NO,-1
373418,2034,142,14,317,53,2.301886792,16,4,NO,-1
1743906,82,14,0,26,1,1,15,0.733333333,YES,1
4492536,62,5,0,20,1,0,7,0,YES,1
2747552,2339,21,1,181,122,0,1,0,NO,-1
203984,701,25,1,39,16,3.625,1,2,YES,1
401667,2564,892,21,210,90,2.055555556,5,3.2,NO,-1
407802,1243,9,7,34,55,0,1,0,NO,-1
2430054,2595,35,2,75,97,0,1,0,NO,-1
3437594,57,3,0,34,2,0.5,11,0.272727273,YES,1
2225148,331,39,0,23,12,0,1,0,NO,-1
1323884,626,84,4,125,12,0.416666667,89,0.685393258,YES,1
1295867,1853,86,7,121,94,1.255319149,32,1.34375,MODERATE,0
146129,318,0,0,34,1,0,1,0,YES,1
192409,1721,102,51,445,87,0.954022989,22,3.636363636,YES,1
369274,676,146,1,68,17,0.882352941,25,2.92,MODERATE,0
3017504,1294,215,18,74,57,0,1,0,NO,-1
2280596,33,1,0,16,1,0,5,0,YES,1
5611861,106,327,0,26,1,0,13,0,YES,1
9458135,41,0,0,26,5,0.2,19,0.157894737,NO,-1
73641,440,7,2,40,3,9.666666667,1,0,NO,-1
248729,242,18,2,18,1,0,6,0,NO,-1
2848172,494,54,0,25,8,1.25,1,51,NO,-1
896327,1352,3,2,53,6,20.333333333,8,0.375,YES,1
3001711,110,2,0,14,2,0,4,0.25,YES,1
4811918,215,40,5,26,19,0.210526316,2,0.5,YES,1
1438003,2650,19,1,180,18,2.222222222,29,14.965517241,YES,1
73632,9965,167,11,417,97,9,6,3.833333333,NO,-1
4464010,75,18,0,31,12,-0.166666667,31,0.193548387,YES,1
531069,557,167,0,87,15,3,19,2.947368421,YES,1
2469323,186,26,1,48,5,0.6,33,0.696969697,YES,1
43178,412,21,0,27,2,4.5,5,11.8,YES,1
5085788,1631,60,40,65,68,1.073529412,2,1,NO,-1
641159,2052,46,24,54,39,0,1,0,NO,-1
809459,265,3,0,47,3,1.666666667,26,1.230769231,YES,1
2651076,686,324,7,157,43,0.697674419,24,0.416666667,YES,1
700820,456,3,0,33,8,0,1,0,NO,-1
2404240,316,23,0,23,12,2.083333333,2,2,YES,1
1034757,67,6,0,21,4,0,11,0.727272727,YES,1
4425553,34,2,0,19,1,0,6,0,YES,1
186762,724,6,0,96,16,0,1,0,NO,-1
3065996,2133,904,137,244,163,0.601226994,19,0.684210526,YES,1
453782,72,40,0,32,24,0.041666667,1,1,YES,1
5590032,96,3,0,18,14,0.214285714,1,0,YES,1
155337,826,18,2,80,11,1.181818182,13,9.538461538,YES,1
386043,610,30,1,35,14,3.714285714,3,1,YES,1
1310687,205,29,0,54,7,0.714285714,12,2.166666667,YES,1
2683929,540,53,0,14,4,3,2,7,YES,1
1451423,408,16,0,49,6,4.166666667,4,0.75,YES,1
5073107,62,34,0,29,1,0,13,0,YES,1
1599076,135,2,0,29,1,0,4,0,YES,1
2829434,383,27,2,27,4,3.5,22,1,YES,1
439073,278,59,0,35,6,1.666666667,17,1.647058824,YES,1
4381534,381,5,2,21,38,0.236842105,1,0,YES,1
7760858,98,26,0,43,1,0,28,0.535714286,NO,-1
9793130,61,25,0,26,1,1,6,0.666666667,YES,1
4707928,374,89,1,24,5,1.4,15,1.8,YES,1
6756236,201,2,0,90,3,0,1,0,NO,-1
344407,617,333,29,210,13,2.538461538,9,1.777777778,NO,-1
786416,61,0,0,30,2,0,1,0,NO,-1
3578997,118,181,0,17,3,0,4,0.25,YES,1
2623486,28,1,0,19,1,0,9,0,YES,1
8875079,41,29,0,67,5,0,1,0,NO,-1
2431509,112,42,0,56,12,0.5,4,0.75,YES,1
118843,1303,75,1,151,20,2.3,28,4.071428571,NO,-1
4727406,85,29,0,23,7,0.857142857,3,1.333333333,NO,-1
505646,322,38,0,39,7,1.857142857,5,3.4,MODERATE,0
1282923,1744,28,1,153,83,0,1,0,NO,-1
5923183,53,59,0,33,3,0,6,1,NO,-1
55478,4188,2638,21,418,8,46.875,2,2.5,YES,1
1358535,72,17,0,47,5,1.4,11,-0.090909091,NO,-1
3926735,1736,627,11,140,63,0.920634921,25,3.92,MODERATE,0
6533958,56,3,0,14,9,0,1,0,NO,-1
2493069,90,0,0,40,1,0,24,0,YES,1
1764478,84,17,0,20,1,0,9,0,NO,-1
976247,158,135,2,19,3,1.333333333,1,0,MODERATE,0
29694,2135,163,3,133,11,16.545454545,8,2.375,YES,1
962804,2208,736,24,134,58,2.431034483,26,1.730769231,YES,1
825316,115,3,0,15,5,0.6,6,2,YES,1
1665244,494,26,2,99,22,0.681818182,19,1.947368421,NO,-1
2186061,92,11,0,19,2,0,8,1.875,YES,1
807265,76,47,0,22,1,0,1,0,NO,-1
6619447,144,9,1,40,25,0,6,0,YES,1
5112890,53,7,0,26,2,1.5,2,2,YES,1
1630171,137717,4174,3548,17183,5125,0,1,0,NO,-1
1528104,473,185,9,97,32,0.75,4,0.5,YES,1
4622015,132,14,0,21,8,0.75,4,1.25,NO,-1
6229563,40,0,0,18,1,2,13,-0.153846154,YES,1
423588,680,12,0,151,11,0,1,0,NO,-1
5437654,273,15,2,20,23,0.565217391,7,0,YES,1
423153,504,123,0,26,3,8.333333333,3,4.666666667,NO,-1
10287345,65,22,0,14,1,0,2,0,YES,1
2196451,187,8,0,38,1,1,17,1.764705882,YES,1
831739,23,0,0,20,1,0,3,0,YES,1
5249424,109,5,0,14,10,0.3,13,0.692307692,YES,1
2171044,5462,188,4,351,144,2.347222222,40,6.4,YES,1
9308585,195,18,1,49,30,0,1,0,NO,-1
5533046,192,69,6,44,9,0,1,0,NO,-1
845033,22,2,0,21,1,0,5,0.6,YES,1
1243836,4262,36,0,71,4,96,1,0,YES,1
546656,321,192,4,101,15,0.733333333,40,0.175,YES,1
430144,570,24,0,123,2,6,8,10.75,YES,1
1386212,215,3,0,21,3,0,1,0,NO,-1
4142461,47,3,0,18,1,0,10,0,YES,1
6760778,63,4,0,31,3,0.333333333,11,0.636363636,YES,1
998836,47,2,0,28,1,0,4,0,YES,1
1191308,503,6,1,21,18,0,1,0,NO,-1
1534948,156,28,1,40,13,0.230769231,26,0.615384615,YES,1
4700622,170,41,51,49,4,0.75,24,0.833333333,YES,1
4794368,267,5,0,19,6,2,2,-0.5,NO,-1
2991246,225,15,0,19,13,0.692307692,3,1.333333333,YES,1
3212748,51,1,0,16,2,0,1,0,NO,-1
792508,52,6,0,14,1,0,4,0,YES,1
3605965,93,22,0,31,5,1.2,5,1,NO,-1
6188365,42,14,0,48,5,0,5,1,YES,1
2161539,79,0,0,14,6,0,1,0,NO,-1
2966479,686,2,0,14,1,0,1,0,NO,-1
1314385,27,0,0,20,1,0,6,0,YES,1
5114355,241,13,4,46,1,0,27,1.185185185,YES,1
6696573,122,25,0,24,4,0.5,12,0.916666667,YES,1
7150634,1732,11,2,99,20,6.35,1,0,NO,-1
2394276,315,1403,0,79,16,0.75,14,0.142857143,YES,1
1028046,276,14,3,40,8,1.5,1,0,NO,-1
9246442,41,3,0,23,1,0,5,0,NO,-1
932058,1705,247,11,173,100,1.17,2,2,YES,1
1128094,161,55,0,67,10,0.5,12,0.75,YES,1
812155,697,26,7,156,33,1.212121212,5,0.6,YES,1
1357881,77,16,0,119,1,0,18,0,YES,1
3410534,357,7,3,26,21,0.80952381,1,1,NO,-1
418595,139,8,0,35,1,1,6,4,NO,-1
4011452,72,0,0,29,12,0,1,0,NO,-1
1917964,78,14,0,17,1,0,4,0,NO,-1
2134401,194,50,1,59,6,1.333333333,41,0.292682927,YES,1
73141,506,1,0,57,7,6.857142857,3,2.333333333,NO,-1
4935957,38,3,0,15,1,0,9,0,YES,1
212925,193,5,0,32,8,1.375,1,4,YES,1
4925669,229,19,0,41,23,0,1,0,NO,-1
1390924,135,4,0,21,9,0,18,0.944444444,YES,1
2214649,24,4,0,60,1,0,12,0,MODERATE,0
7721982,361,194,3,21,13,0.692307692,6,1.5,NO,-1
2779213,34,55,0,19,1,0,7,0,YES,1
1030995,150,7,1,30,11,0.727272727,3,1,YES,1
2220381,578,15,3,93,27,1.444444444,1,3,NO,-1
1841114,92,13,0,31,2,0.5,3,5,YES,1
6031321,468,27,1,69,6,1.833333333,19,2.315789474,YES,1
7251685,73,44,0,128,15,0.066666667,23,0,YES,1
162291,321,211,0,24,7,2.857142857,1,0,MODERATE,0
16050,16426,146,77,1818,29,4.551724138,217,8.732718894,NO,-1
1050904,158,18,0,17,7,1.857142857,2,0,NO,-1
3945539,71,0,0,18,2,3,1,1,NO,-1
2968505,143,26,0,45,2,0,27,0.888888889,NO,-1
3885713,439,6,0,18,16,0,1,0,NO,-1
6439767,153,28,0,48,1,0,31,0,YES,1
3126217,482,41,7,103,33,0.787878788,17,0.117647059,YES,1
2926697,176,5,0,34,5,0.4,19,1.421052632,NO,-1
571357,1353,1022,52,86,42,2.357142857,1,2,NO,-1
3681879,2234,44,1,113,55,3.381818182,1,1,NO,-1
4901556,1018,678,8,152,15,2.2,101,0.910891089,YES,1
676252,36,0,0,23,1,0,4,1.75,NO,-1
1985821,20,5,0,36,1,0,3,0,YES,1
2356287,1016,18,3,85,63,0.873015873,5,1.6,YES,1
2826164,800,110,2,79,23,2.869565217,1,1,NO,-1
1484115,1052,82,0,71,12,6,4,1.5,YES,1
7749457,127,1,0,14,1,3,6,2.333333333,NO,-1
1149774,1115,240,7,42,14,7.642857143,2,0.5,YES,1
2189733,138,18,0,102,3,0,1,0,NO,-1
4569921,1581,1159,6,140,17,4.529411765,62,1.838709677,MODERATE,0
5472502,1312,76,7,79,44,1.113636364,1,1,YES,1
5574917,68,0,0,29,1,0,22,0,YES,1
7293119,582,100,32,42,1,0,2,0.5,NO,-1
72324,1501,2148,13,593,12,1.833333333,71,2.690140845,YES,1
5236936,194,23,0,24,12,0.916666667,1,0,YES,1
4399065,120,60,0,17,1,8,5,0.6,YES,1
411807,2498,1408,13,230,21,10.523809524,6,10.666666667,YES,1
10325229,52,22,0,74,1,0,1,0,NO,-1
7740453,71,6,0,16,7,0.142857143,8,0.25,YES,1
2054554,66,13,0,49,3,0.666666667,13,0.153846154,YES,1
5436889,2361,13,20,84,168,0,1,0,NO,-1
1631180,126,0,0,25,21,0.714285714,5,0.2,YES,1
5134535,71,12,0,25,11,0.636363636,4,0,NO,-1
777021,25,0,0,19,1,0,10,0,YES,1
931932,326,57,2,23,1,21,1,3,YES,1
2870088,3197,22,3,372,77,2.116883117,15,1.666666667,YES,1
3274233,800,134,9,99,68,0.764705882,6,0.833333333,YES,1
4380595,399,13,0,35,3,3.666666667,19,1.368421053,YES,1
6132334,2621,97,5,176,174,0.793103448,5,1.8,YES,1
1176813,575,38,1,32,26,1.038461538,4,2,YES,1
4291532,35,0,0,21,2,0,6,1,YES,1
1689685,152,7,0,17,3,2,4,1.25,YES,1
2281235,68,6,0,15,1,0,3,0,YES,1
2258453,17976,564,41,663,392,0,1,0,NO,-1
2717254,914,877,76,2064,57,0.842105263,51,0.960784314,NO,-1
426021,639,0,0,191,3,0,4,29,NO,-1
3014693,386,886,2,40,7,0.714285714,2,19,YES,1
8201434,33,9,0,15,6,0.166666667,3,0.333333333,YES,1
1163897,130,48,0,43,1,0,12,1.833333333,YES,1
4366031,1010,181,0,61,11,5.818181818,11,2.545454545,NO,-1
3314282,789,324,4,62,4,1.25,37,3.189189189,YES,1
720056,161,10,0,50,1,0,24,0,YES,1
3313408,56,6,0,20,1,1,8,0.75,YES,1
917119,271,12,0,17,2,0,1,0,NO,-1
2276125,97,15,0,54,5,0.4,13,0.923076923,YES,1
250795,134,11,0,20,12,0,1,0,NO,-1
216313,5219,114,14,164,43,9.348837209,56,4.160714286,MODERATE,0
3175140,133,10,0,24,1,0,20,0.8,YES,1
2276423,20,0,0,17,3,0,3,0.333333333,YES,1
450396,84,249,0,40,4,0,1,0,NO,-1
5100448,179,9,2,26,4,3.25,1,7,YES,1
3393663,2611,275,55,272,80,2.0375,53,1.660377358,NO,-1
1134289,33,11,0,19,1,0,10,0.2,YES,1
19479,38393,1440,114,2151,573,6.057591623,70,5.857142857,NO,-1
883323,293,4,0,34,2,13.5,3,1.333333333,YES,1
4683365,137,29,5,35,11,0,1,0,NO,-1
5652258,110,185,0,23,4,0,1,0,NO,-1
3332427,55,26,0,20,1,0,19,0.315789474,YES,1
3355324,87,26,0,30,18,0.055555556,10,0.9,YES,1
568605,755,17,0,108,9,0.555555556,35,3.314285714,YES,1
4208018,1593,229,24,212,36,3.555555556,10,1.2,YES,1
2659758,214,26,0,18,2,0,16,0.6875,YES,1
2893555,50,0,0,15,1,0,3,0,YES,1
959345,798,64,1,473,23,2.086956522,20,1,NO,-1
5258312,78,327,0,15,4,0.75,2,0.5,YES,1
815679,3843,298,2,216,68,4.132352941,8,4,YES,1
1095106,1457,219,1,90,68,1.205882353,22,2.409090909,YES,1
1557087,56,19,0,24,2,2.5,1,1,NO,-1
2344413,4831,475,17,578,256,0.90625,30,1.666666667,NO,-1
1749836,7825,1210,62,682,250,1.636,21,2.19047619,YES,1
1549196,339,27,5,57,11,2.272727273,13,1.076923077,YES,1
9516378,152,1,0,17,18,0.611111111,8,-0.125,NO,-1
543493,141,10,0,45,2,0,19,1.315789474,YES,1
2334165,112,6,0,78,61,-0.213114754,1,1,YES,1
3829903,141,83,0,24,13,0.846153846,2,0,NO,-1
232613,1980,29,1,37,5,0,1,0,NO,-1
851117,124,51,0,26,16,0,1,0,NO,-1
4498516,139,6,1,47,8,0.75,3,0.333333333,YES,1
256801,587,399,2,79,23,0.956521739,21,1.476190476,NO,-1
4463825,309,20,2,66,2,0,50,0.62,YES,1
743660,291,0,0,207,4,4.5,1,14,YES,1
6156315,113,24,0,42,17,0.117647059,8,1.125,NO,-1
2729387,268,396,0,27,9,0.444444444,10,3.9,YES,1
1644921,217,55,0,60,6,0.166666667,43,0.441860465,YES,1
3434782,126,60,0,49,10,0,1,0,NO,-1
1133638,336,5,0,19,12,0,1,0,NO,-1
5008713,9,0,0,22,8,0,1,0,NO,-1
1052858,104,17,0,17,5,0,1,0,NO,-1
2104721,12,0,0,21,1,0,5,0,YES,1
2408643,301,27,0,102,1,0,27,0,YES,1
5127410,261,100,1,65,19,0.842105263,7,3,YES,1
984705,1685,17,11,125,53,1.490566038,11,3.818181818,YES,1
163851,61,13,0,18,2,2,1,1,NO,-1
4532766,196,4,1,43,5,0,1,0,NO,-1
6400835,356,76,0,16,11,0,1,0,NO,-1
7962112,154,14,16,18,17,0.470588235,6,0,NO,-1
269666,2000,111,27,555,34,4.823529412,1,4,YES,1
1248578,152,0,0,21,1,0,6,0,YES,1
4803521,464,20,1,57,26,0.807692308,15,0.266666667,YES,1
1614271,1114,119,6,103,57,0.50877193,27,2.814814815,YES,1
1060037,10405,493,156,984,289,0,1,0,NO,-1
3180577,55,7,0,29,1,0,8,0.875,YES,1
1397,472,9,1,63,17,1.294117647,5,3.4,YES,1
440546,6960,1054,203,2468,292,1.5,36,1.305555556,NO,-1
5798559,675,47,1,421,14,0.642857143,86,0.674418605,MODERATE,0
384011,358,38,1,67,4,0.5,29,2.034482759,NO,-1
68906,1262,10,4,177,20,3.3,2,49.5,YES,1
7515441,22,7,0,14,1,0,6,0,YES,1
5574539,564,24,3,40,20,0,1,0,NO,-1
3477273,726,65,8,73,50,0.54,16,0.5625,YES,1
9165051,101,67,0,21,2,0.5,13,0.769230769,YES,1
1954418,323,8,0,135,1,-1,38,1.052631579,YES,1
1290464,872,27,6,36,5,0.8,17,9.294117647,MODERATE,0
453501,106,1,0,16,3,2.333333333,4,1.75,NO,-1
1522254,164,0,0,59,1,9,4,3,YES,1
418601,316,39,0,29,6,2.666666667,10,1.8,YES,1
3909202,79,8,0,17,8,0.625,5,0.8,YES,1
3910875,957,61,0,109,3,5.666666667,9,16.666666667,YES,1
6050076,29,9,0,24,2,0,4,1.25,NO,-1
5678613,89,12,0,21,1,0,9,0,YES,1
2678690,484,74,0,49,14,0.357142857,8,4.875,NO,-1
3423045,218,348,1,286,8,1.375,43,1.953488372,YES,1
1504021,108,2,0,15,4,2,4,1.25,NO,-1
8380177,107,12,2,35,18,0.277777778,15,0.266666667,YES,1
6947483,41,0,0,16,2,1,5,0.4,NO,-1
16623,14046,2637,64,2335,294,4.12585034,8,6.75,YES,1
1271419,1283,6,0,47,5,22.8,1,0,YES,1
1215257,101,0,0,339,1,0,1,0,NO,-1
2091927,9,0,0,16,1,0,7,0,NO,-1
4530208,99,31,0,15,6,0.833333333,8,0.625,YES,1
2105852,153,6,0,28,14,1.071428571,5,1.4,YES,1
5869630,106,233,0,27,9,0.666666667,4,1.25,YES,1
175253,434,14,2,283,11,3.636363636,2,0.5,YES,1
1706855,528,45,4,39,12,3.083333333,7,0.428571429,YES,1
7949229,58,47,0,20,3,1,15,-0.066666667,YES,1
354497,469,0,0,16,1,0,4,0,NO,-1
1477744,141,10,0,14,9,0,1,0,NO,-1
6205893,140,44,1,21,6,0.666666667,10,0.5,YES,1
181916,4766,211,38,727,82,0,1,0,NO,-1
4410241,533,41,2,124,10,0.2,81,0.567901235,YES,1
1804241,33,33,0,31,2,0,11,0.272727273,YES,1
5374468,91,21,0,20,9,0.444444444,13,0.307692308,YES,1
4196634,25,1,0,20,1,0,4,0,YES,1
4360863,933,427,232,147,46,0.739130435,9,1,NO,-1
569313,501,60,3,240,5,1.2,62,1.774193548,NO,-1
3600723,867,128,4,84,16,4.25,13,0.230769231,NO,-1
4475157,29,3,0,22,1,1,7,-0.285714286,YES,1
576809,362,909,30,31,8,0,1,0,NO,-1
5675137,338,118,0,18,9,1.222222222,8,1.625,YES,1
253686,24704,754,94,1219,222,8.63963964,28,23.071428571,NO,-1
2641043,162,5,0,20,9,1.555555556,14,0.071428571,NO,-1
488900,306,2,0,34,3,2.333333333,7,6.285714286,YES,1
8264340,34,7,0,19,1,0,11,0,YES,1
2517572,114,9,0,16,1,0,5,0,NO,-1
7133482,3725,713,96,1084,221,0.954751131,35,0.514285714,NO,-1
779505,187,23,0,19,1,0,10,0,YES,1
259025,915,70,1,35,15,3.933333333,10,2.8,NO,-1
3956555,28,0,0,116,1,0,2,0,YES,1
214500,820,549,20,137,41,1.195121951,6,0.333333333,YES,1
2559490,2997,721,53,422,67,3.164179104,21,1.142857143,NO,-1
4802896,104,9,0,21,5,0,1,0,NO,-1
1164423,449,24,1,329,8,0.125,70,0.942857143,YES,1
5466049,4871,143,38,189,99,3.414141414,27,1.333333333,YES,1
1153952,2635,28,0,496,9,0,1,0,NO,-1
3150639,166,27,2,36,13,1,6,0.5,YES,1
8379944,316,91,2,50,7,1.285714286,19,0.736842105,YES,1
3058905,97,25,0,16,5,0.8,13,0.307692308,YES,1
269016,723,2,2,125,23,2.130434783,2,1,YES,1
234242,4025,687,27,424,27,11.333333333,19,7.210526316,NO,-1
3736442,1778,1320,1,272,32,2.3125,4,1.25,NO,-1
536865,1022,1,1,38,4,22,1,2,YES,1
990897,87,4,0,69,1,0,17,0,YES,1
1107686,242,11,0,31,1,0,20,2.15,YES,1
1381007,92,0,0,22,2,2.5,4,1,YES,1
397912,94,21,0,18,8,0,1,0,NO,-1
9845866,5,0,0,18,1,0,5,0,YES,1
5312102,374,21,0,30,2,0,1,0,NO,-1
1069156,4599,276,6,245,188,1.638297872,20,1.55,YES,1
4042821,336,2,0,36,16,0.3125,18,1.277777778,YES,1
5223973,368,66,0,59,32,0.5625,7,1.142857143,NO,-1
1132283,30,28,0,80,4,0,6,0.5,MODERATE,0
1165786,464,61,4,89,4,1.5,22,2.454545455,YES,1
913174,41,5,0,34,1,0,7,0,YES,1
5008565,29,37,0,15,1,0,7,0.285714286,YES,1
5976543,118,12,0,114,11,0.272727273,44,0.136363636,YES,1
760558,57,18,0,15,1,0,7,0,YES,1
450138,56,0,0,21,1,0,3,0,NO,-1
5233413,14,0,0,25,1,0,4,0,YES,1
6513289,109,275,0,49,4,0.5,17,0.529411765,YES,1
6747191,731,18,8,135,49,0.836734694,6,0.666666667,NO,-1
6629544,40,5,0,40,3,0,4,1,YES,1
159822,1931,60,8,246,92,1.293478261,6,2.333333333,NO,-1
689930,236,0,0,27,1,0,16,0,YES,1
1610,3196,227,27,405,52,4.25,35,6.542857143,YES,1
71561,440,13,0,82,1,0,4,0,YES,1
286340,9403,760,0,388,157,4.923566879,21,2.904761905,NO,-1
3519807,33,2,0,16,1,1,6,-1.166666667,NO,-1
923243,3198,114,1,73,19,14.842105263,6,1.833333333,MODERATE,0
1156475,116,16,0,36,2,1,12,1.25,YES,1
1079990,1142,103,10,59,17,4.176470588,6,3.5,YES,1
3855653,488,14,0,41,24,1.041666667,1,10,NO,-1
2023657,667,40,7,116,8,3.875,41,1.170731707,YES,1
1039743,319,1212,2,23,1,16,4,0.5,NO,-1
4530592,63,0,0,16,1,0,4,1.5,YES,1
8919271,20,5,0,14,1,0,16,0,YES,1
4966775,111,36,0,31,2,0.5,9,1.222222222,YES,1
4216663,166,133,0,17,9,1.111111111,3,3.666666667,YES,1
1799505,72,2,0,47,5,0.4,9,1,YES,1
1705043,214,38,1,42,1,0,18,1.333333333,YES,1
75278,121,0,0,17,1,0,1,0,NO,-1
1303597,62,0,0,34,2,1,4,1.5,YES,1
4066208,71,1,0,19,1,0,2,0,NO,-1
9802326,24,2,0,28,1,0,4,0,YES,1
8835819,157,13,5,16,19,0,1,0,NO,-1
2455125,344,17,1,62,15,0,1,0,NO,-1
2950469,55,18,0,19,3,0.333333333,4,2,MODERATE,0
133151,25,0,0,29,1,0,3,0,YES,1
4856108,18,0,0,18,1,0,1,0,YES,1
182135,105,133,0,34,11,0.545454545,11,0.545454545,MODERATE,0
3566211,35,26,0,37,1,-1,6,0.5,YES,1
614954,788,17,0,64,1,0,32,4.5,YES,1
1102464,521,0,0,33,1,0,3,0,NO,-1
913102,1028,161,4,156,2,0.5,101,1.495049505,YES,1
1337297,141,0,0,16,1,0,1,0,NO,-1
2816548,488,71,1,72,27,1.296296296,2,1,NO,-1
2065434,111,27,0,32,13,0.153846154,14,0.785714286,MODERATE,0
1957622,1217,154,2,131,16,0.8125,48,3.875,YES,1
4202012,301,31,1,86,9,0.777777778,27,0.851851852,YES,1
380282,423,18,1,55,4,2.5,6,5.666666667,YES,1
2471348,51,0,0,25,1,0,5,1.6,NO,-1
1094339,3856,775,12,399,66,1.484848485,201,2.55721393,NO,-1
3178178,59,6,0,86,2,1,11,0.090909091,NO,-1
2951792,78,10,0,36,2,1.5,13,0.076923077,YES,1
1361680,1961,205,1,141,29,5.620689655,14,3.071428571,NO,-1
7009732,101,39,0,17,9,0.333333333,6,0.666666667,NO,-1
7514573,38,31,0,14,1,0,19,0,YES,1
138141,76,28,0,21,4,0,1,0,NO,-1
2364926,24,21,0,26,1,0,7,0,NO,-1
9312161,15,2,0,24,1,0,6,0,YES,1
1698323,18,0,0,17,1,1,1,1,YES,1
6020948,234,54,1,17,3,0,1,0,NO,-1
543495,193,27,0,80,10,0.2,44,0.681818182,NO,-1
4195464,1484,9,0,26,2,0.5,2,141.5,NO,-1
5828204,145,6,0,18,3,2.333333333,5,0.8,MODERATE,0
1998869,140,44,0,25,22,0.136363636,1,0,NO,-1
1100928,693,250,4,60,40,1.025,1,0,NO,-1
5255308,140,11,0,56,5,0.4,5,2,YES,1
1242494,49,9,0,30,1,0,8,0,NO,-1
4152885,27,0,0,17,10,0.1,1,-6,NO,-1
3899162,12,0,0,25,1,0,8,-0.25,YES,1
31750,4181,587,15,973,37,0.837837838,206,3.27184466,YES,1
9783827,89,11,0,16,1,0,1,0,NO,-1
4920589,133,16,0,18,1,0,21,0,YES,1
753007,51,51,0,33,6,0.833333333,1,0,MODERATE,0
2800664,91,1,0,18,1,0,1,0,NO,-1
3248272,131,0,0,18,3,0,1,0,NO,-1
203617,233,0,0,33,2,0,31,1.35483871,YES,1
5249956,81,47,0,27,1,0,11,1.090909091,YES,1
6834830,49,18,0,21,1,0,13,0,YES,1
7954649,394,7,1,19,21,0,1,0,NO,-1
1673408,119,4,0,19,3,1.666666667,4,1.5,YES,1
2572317,348,16,2,20,16,1.6875,1,0,YES,1
7433186,4,0,0,22,1,0,8,0,YES,1
1566669,50,15,0,16,1,0,3,0,YES,1
5611240,53,0,0,16,1,0,3,3.333333333,YES,1
1728812,49,6,0,28,1,0,11,0,YES,1
851635,368,1,1,20,15,1.2,8,2.875,YES,1
3713500,337,1,0,15,5,1.2,7,4.571428571,MODERATE,0
2902208,161,4,0,116,7,0,1,0,NO,-1
2106963,107,34,0,51,13,0.615384615,1,-5,NO,-1
4787614,131,33,0,14,12,0.833333333,5,0.6,NO,-1
4221995,1355,8,13,41,98,0.806122449,3,0.333333333,YES,1
4331836,55,13,0,24,9,0.111111111,4,0.25,YES,1
7414009,51,4,0,14,1,3,1,2,NO,-1
1346204,396,0,0,59,7,0,1,0,NO,-1
1459164,53,0,0,14,2,1,6,0.333333333,YES,1
6573316,788,92,12,150,45,0.733333333,3,0,YES,1
151453,1278,393,0,157,21,1.714285714,80,1.775,NO,-1
178150,27701,182,22,1084,387,5.896640827,12,4.916666667,NO,-1
1236135,84,0,0,33,1,0,11,1.090909091,YES,1
4648906,88,8,0,33,1,0,15,0,YES,1
1270457,584,77,2,67,20,0,1,0,NO,-1
195295,67,22,0,18,6,0.666666667,3,0.333333333,YES,1
1890005,143,91,0,23,12,0.75,10,-0.1,YES,1
1173280,53,0,0,14,1,0,7,0,YES,1
4910446,41,7,0,26,1,0,9,0,NO,-1
3640155,12,0,0,25,1,0,6,0,NO,-1
3927782,46,2,0,18,1,0,7,0.428571429,YES,1
4725192,420,8,0,53,21,0.619047619,10,0.7,YES,1
88460,564,5,0,203,1,0,16,5.0625,NO,-1
4197303,483,1,0,37,9,3.666666667,2,0.5,YES,1
5867722,12940,26,10,880,290,3.175862069,2,2,YES,1
169754,20048,1905,36,1471,341,3.586510264,81,12.925925926,MODERATE,0
1973828,235,0,0,40,1,0,4,0,YES,1
515503,105,5,0,39,1,0,10,0,YES,1
430705,376,8,0,62,10,1.7,14,1.214285714,YES,1
9362785,105,17,0,142,1,0,14,0,YES,1
1012488,317,17,0,33,8,1.125,19,1,YES,1
4594330,9,0,0,19,1,0,7,0,NO,-1
313713,335,56,0,15,1,0,8,5.375,YES,1
1765583,396,20,0,27,1,0,1,0,NO,-1
